,address1,address2,MLS Number,sale_price,City,Sub Div,Type,Floor Plan Description,Bdrms,Baths Full,Baths Half,Year Built,Sqft Main,SQFT MAIN SOURCE,Below Grade Finished Sq Ft,Below Grade Finished Sq Ft Source,Lot Size,School District,Fireplace?,Fireplace Description,Basement,Basement Description,Garage/Parking?,Construction,Architecture,Roof,Lot Description,In Floodplain,Inside City Limits,Street Maintenance,Central Air,Heat,Cool,Water,Sewer,zip_code,lot_size
1373,10009 Kelly Drive,"Peculiar, MO 64078",2167724,265000,Peculiar,North Pointe Village,Single Family,Ranch,3,2,0,1990,1466.0,Plans,0,Plans,11596,Raymore-Peculiar,1,"Electric, Living Room",1,"Full, Stubbed for Bath, Walk Out",1,"Board/Batten, Stone Veneer",Traditional,Composition,"City Limits, City Lot, Cul-De-Sac",0,1,,1,Forced Air Gas,Central Electric,City/Public,City/Public,64078,0.26620752984389345
1374,200 N Pacific Court,"Raymore, MO 64083",2213890,265000,Raymore,Lakeshore Meadows,Single Family,Split Entry,3,2,1,1995,1525.0,Public Record,700,Public Record,"12,040",Raymore-Peculiar,1,"Family Room, Gas Starter, Wood Burning",1,"Finished, Walk Out",1,Stucco,Traditional,Composition,Cul-De-Sac,0,0,,0,Forced Air Gas,"Attic Fan, Central Electric",City/Public,City/Public,64083,0.2764003673094582
1375,311 S Fox Ridge Drive,"Raymore, MO 64083",2197205,265000,Raymore,Eagle Glen,Single Family,Split Entry,3,2,1,2003,1777.0,Public Record,420,Other,"9,908",Raymore-Peculiar,1,"Gas, Hearth Room, Kitchen",1,"Finished, Walk Out",1,Board/Batten,Traditional,Composition,Adjoin Greenspace,0,1,Pub Maint,1,Heatpump/Gas,Central Electric,City/Public,City/Public,64083,0.22745638200183654
1376,1504 Bridlewood Lane,"Raymore, MO 64083",2180243,265000,Raymore,Stonegate of the Good Ranch,Single Family,Split Entry,4,3,0,1996,1730.0,RPR,1205,RPR,11570,Raymore-Peculiar,1,Living Room,1,"Finished, Garage Entrance, Walk Out",1,Board/Batten,Traditional,Composition,"City Limits, Cul-De-Sac",0,1,Pub Maint,1,Central Electric,Central Electric,City/Public,City/Public,64083,0.26561065197428835
1377,1406 Cedar Ridge Circle,"Raymore, MO 64083",2174180,265000,Raymore,Cedar Ridge,Single Family,Ranch,3,2,1,2002,1994.0,Public Record,0,Agent,"23,296",Raymore-Peculiar,1,Great Room,1,"Concrete, Daylight, Not Finished",1,"Stucco & Frame, Wood Siding",Contemporary,Composition,,0,1,Pub Maint,1,"Central Gas, Forced Air Gas",Central Electric,City/Public,City/Public,64083,0.5348025711662076
1378,1904 Star Grass Circle,"Greenwood, MO 64034",2179605,265000,Greenwood,Allendale Lake Meadows,Single Family,Split Entry,3,3,0,2011,1651.0,RPR,286,RPR,"12,227",Lees Summit,1,Electric,1,"Concrete, Daylight",1,Lap,Traditional,Composition,Cul-De-Sac,0,0,Pub Maint,1,Forced Air Gas,Central Electric,City/Public,City/Public,64034,0.2806932966023875
1379,1702 Nottingham Drive,"Pleasant Hill, MO 64080",2190419,265000,Pleasant Hill,Hunters Ridge,Single Family,Ranch,3,2,0,1998,1650.0,RPR,568,Agent,35620,Pleasant Hill,1,Family Room,1,"Finished, Garage Entrance",0,Frame,Traditional,Composition,Corner Lot,0,0,,1,Natural Gas,Central Electric,City/Public,City/Public,64080,0.817722681359045
1380,21112 North Pointe Drive,"Peculiar, MO 64078",2192627,265900,Peculiar,North Pointe Village,Single Family,Ranch,3,2,0,2020,1500.0,Plans,0,Plans,11595,Raymore-Peculiar,1,"Electric, Living Room",1,"Full, Stubbed for Bath, Walk Out",1,"Board/Batten, Stone Veneer",Traditional,Composition,"City Limits, City Lot, Cul-De-Sac",0,1,,1,Forced Air Gas,Central Electric,City/Public,City/Public,64078,0.26618457300275483
1381,719 S Washington Street,"Raymore, MO 64083",2219879,266000,Raymore,Shadowood,Single Family,2 Stories,4,2,1,2010,1925.0,Public Record,898,Public Record,8296,Raymore-Peculiar,1,"Great Room, Wood Burning",1,"Full, Not Finished",1,Board/Batten,"A-Frame, Traditional",Composition,,0,0,,1,"Forced Air Gas, Heat Pump",Central Electric,City/Public,City/Public,64083,0.19044995408631774
1382,7910 E 162nd Terrace,"Belton, MO 64012",2173108,266000,Belton,Georgia Place,Single Family,1.5 Stories,4,3,1,1991,1396.0,Public Record,1313,Public Record,"13,000",Belton,1,,1,"Finished, Full",1,Frame,,Composition,,0,0,,1,Forced Air Gas,Central Electric,City/Public,City/Public,64012,0.29843893480257117
1383,5409 E 202 Street,"Belton, MO 64012",2176163,266450,Belton,Meadows,Single Family,1.5 Stories,4,4,0,1976,2627.0,Other,1284,Other,3 ac,Belton,1,"Family Room, Wood Burning",1,"Concrete, Finished, Inside Entrance",1,"Board/Batten, Brick Trim",Traditional,Composition,"Acreage, Level, Treed",0,0,,1,"Central Electric, Heat Pump","Attic Fan, Central Electric",City/Public,Septic,64012,3.0
1384,18410 Moorland Drive,"Pleasant Hill, MO 64080",2174293,267000,Pleasant Hill,Heather Heights,Single Family,1.5 Stories,3,2,1,1994,1584.0,RPR,0,RPR,130680,Pleasant Hill,1,"Family Room, Gas",1,"Cellar, Concrete",1,Frame,Traditional,Composition,Acreage,0,0,,1,Propane Gas,Central Electric,City/Public,City/Public,64080,3.0
1385,602 Tall Grass Drive,"Pleasant Hill, MO 64080",2182829,267400,Pleasant Hill,Tall Grass,Single Family,Reverse 1.5 Story,3,2,1,2006,1306.0,Public Record,906,Public Record,9375,Pleasant Hill,1,"Heat Circulator, Dining Room, Living Room, See Through",1,"Finished, Full, Walk Out",1,Stucco & Frame,Traditional,Composition,City Lot,0,0,,1,Heat Pump,Heat Pump,City/Public,City/Public,64080,0.21522038567493113
1386,1703 Gore Road,"Raymore, MO 64083",2179179,267500,Raymore,Farview Farms,Single Family,2 Stories,3,2,1,1977,1776.0,Owner,348,Owner,325X302,Raymore-Peculiar,1,"Basement, Living Room",1,"Full, Inside Entrance",1,Other,Traditional,Composition,Acreage,0,0,,1,Central Electric,Central Electric,City/Public,Jet Aeration,64083,2.2532139577594124
1387,702 Andy Court,"Belton, MO 64012",2184312,267900,Belton,Traditions,Single Family,Reverse 1.5 Story,4,3,0,2017,1286.0,Public Record,938,Public Record,"14,822",Raymore-Peculiar,1,Living Room,1,Finished,1,"Stucco & Frame, Wood Siding",Traditional,Composition,Cul-De-Sac,0,0,,1,Forced Air Gas,Central Electric,City/Public,City/Public,64012,0.3402662993572084
1388,708 Cedar Ridge Drive,"Raymore, MO 64083",2174644,267900,Raymore,Cedar Ridge,Single Family,2 Stories,4,3,1,2002,2236.0,Other,0,Other,"20,880",Raymore-Peculiar,1,"Gas, Gas Starter, Great Room",1,"Full, Partial",1,"Frame, Wood Siding",Traditional,Composition,"City Limits, City Lot",0,1,"Pub Maint, Paved",1,Forced Air Gas,Central Electric,City/Public,City/Public,64083,0.4793388429752066
1389,610 Timber Crest Court,"Raymore, MO 64083",2226687,268000,Raymore,Ward Park Place,Single Family,Split Entry,3,2,1,2005,1493.0,Public Record,350,Other,.26 ac,Raymore-Peculiar,1,"Gas, Living Room, Master Bedroom, See Through",1,"Finished, Walk Out",1,Frame,Traditional,Composition,"City Lot, Cul-De-Sac",0,0,,1,Heat Pump,Heat Pump,City/Public,City/Public,64083,0.26
1390,1006 Johnston Drive,"Raymore, MO 64083",2215751,268000,Raymore,Silver Lake Estates,Single Family,1.5 Stories,4,3,1,1974,2300.0,Public Record,900,Other,80X160,Raymore-Peculiar,1,"Great Room, Masonry",1,"Finished, Inside Entrance, Walk Up",1,Stucco & Frame,"Spanish, Traditional",Composition,"City Limits, City Lot, Level, Treed",0,0,,1,"Forced Air Gas, Natural Gas",Central Electric,City/Public,City/Public,64083,0.2938475665748393
1391,21715 S Major Road,"Peculiar, MO 64078",2186102,268000,Peculiar,Whispering Oaks,Single Family,Ranch,4,3,0,1994,1654.0,Public Record,1654,Public Record,"121,968",Raymore-Peculiar,1,Living Room,1,"Finished, Walk Out",1,Board/Batten,Traditional,Composition,Acreage,0,0,,1,Central Electric,Central Electric,Rural,Septic,64078,2.8
1392,518 Madera Court,"Belton, MO 64012",2200127,268000,Belton,The Plateau,Single Family,Split Entry,4,3,0,2019,1520.0,Builder,500,Builder,.231 ac,Belton,1,Electric,1,"Egress Window, Finished, Inside Entrance",1,"Frame, Wood Siding",Traditional,Composition,"City Limits, Level",0,1,"Pub Maint, Paved",1,Natural Gas,Central Electric,City/Public,City/Public,64012,0.231
1393,1404 Cedar Ridge Circle,"Raymore, MO 64083",2175646,268000,Raymore,Cedar Ridge,Single Family,2 Stories,4,3,1,2000,2312.0,Agent,0,Agent,104X224,Raymore-Peculiar,1,"Gas, Great Room",1,"Full, Not Finished, Stubbed for Bath",1,"Board/Batten, Stucco",Traditional,Composition,Estate Lot,0,1,Pub Maint,1,"Central Gas, Forced Air Gas",Central Electric,City/Public,City/Public,64083,0.5348025711662076
1394,424 Granite Drive,"Raymore, MO 64083",2202958,268000,Raymore,Madison Creek,Single Family,"Ranch, Reverse 1.5 Story",3,2,1,2004,1532.0,Other,832,Other,"9,438",Raymore-Peculiar,1,"Family Room, Gas, Gas Starter",1,"Finished, Walk Out",1,Stucco & Frame,Traditional,Composition,"Adjoin Greenspace, City Lot, Treed",0,1,"Pub Maint, Paved",1,Forced Air Gas,"Central Electric, Heat Pump",City/Public,City/Public,64083,0.21666666666666667
1395,26220 S Groh Road,"Cleveland, MO 64734",2217005,268500,Cleveland,Cleveland,Single Family,Ranch,3,2,0,1974,1450.0,Owner,0,Owner,10 ac ,Cass-Midway,1,"Dining Room, Kitchen, Wood Burning",1,"Concrete, Full, Not Finished",1,Brick & Frame,Traditional,Composition,"Acreage, Level, Treed",0,-1,"Pub Maint, Paved",1,"Central Electric, Wood Burn Stove","Attic Fan, Central Electric",Rural,Septic,64734,10.0
1396,507 Tall Grass Drive,"Pleasant Hill, MO 64080",2165226,268500,Pleasant Hill,Tall Grass,Single Family,Split Entry,4,3,0,2017,1604.0,Plans,475,Plans,70X130,Pleasant Hill,1,Family Room,1,"Daylight, Finished",1,"Stone Veneer, Wood Siding",Traditional,Composition,City Lot,0,1,,1,Central Gas,Central Electric,City/Public,City/Public,64080,0.20890725436179983
1397,427 Spring Branch Drive,"Raymore, MO 64083",2184847,269000,Raymore,Madison Creek,Single Family,Split Entry,4,3,0,2018,1580.0,Builder,570,Builder,8414,Raymore-Peculiar,1,"Family Room, Gas",1,Daylight,1,"Lap, Wood Siding",Traditional,Composition,,0,1,Pub Maint,1,Heatpump/Gas,Heat Pump,City/Public,City/Public,64083,0.19315886134067953
1398,20209 E 215th Street,"Harrisonville, MO 64701",2211920,269000,Harrisonville,Homes Farms,Single Family,Raised Ranch,3,2,1,1974,1404.0,Public Record,673,Public Record,"217,800",Raymore-Peculiar,1,Wood Burning,1,"Finished, Garage Entrance, Partial",1,"Frame, Stone Veneer",Traditional,Composition,"Acreage, Corner Lot",0,0,"Pub Maint, Paved",1,"Forced Air Gas, Propane Gas",Central Electric,City/Public,Septic,64701,5.0
1399,1004 Eve Orchid Drive,"Greenwood, MO 64034",2190200,269000,Greenwood,Allendale Lake Meadows,Single Family,Split Entry,4,3,0,2012,1636.0,Public Record,1116,Public Record,8846,Lees Summit,1,Great Room,1,"Finished, Walk Out",1,Board/Batten,Traditional,Composition,City Lot,0,0,,1,Central Gas,Central Electric,City/Public,City/Public,64034,0.20307621671258036
1400,730 Chelsea Court,"Raymore, MO 64083",2155414,269000,Raymore,Brookside,Single Family,1.5 Stories,5,3,1,2005,2504.0,RPR,0,RPR,70X125,Raymore-Peculiar,1,"Gas, Great Room",1,"Full, Stubbed for Bath, Walk Out",1,"Frame, Stone Trim",Traditional,Composition,"City Lot, Cul-De-Sac",0,0,,1,Forced Air Gas,Central Electric,City/Public,City/Public,64083,0.20087235996326905
1401,24522 S Myers Court,"Peculiar, MO 64078",2192796,269000,Peculiar,Shaddow Hills,Single Family,Split Entry,3,2,1,1993,1403.0,Public Record,306,Public Record,130680,Raymore-Peculiar,1,"Great Room, Masonry, Wood Burning",1,"Concrete, Inside Entrance, Not Finished",1,"Board/Batten, Frame",Traditional,Composition,"Acreage, Corner Lot, Cul-De-Sac, Level",0,-1,"Priv Maint, Paved",1,"Forced Air Electric, Heat Pump","Central Electric, Heat Pump",Rural,Septic,64078,3.0
1402,114 N Sunset Lane,"Raymore, MO 64083",2225082,269900,Raymore,Rolling Hills,Single Family,2 Stories,4,2,1,1985,2100.0,Appraisal,500,Appraisal,13559,Raymore-Peculiar,1,"Gas, Living Room",1,"Finished, Full",1,Vinyl Siding,Traditional,Composition,"City Limits, City Lot, Level",0,1,"Pub Maint, Paved",1,Forced Air Gas,Central Electric,City/Public,City/Public,64083,0.31127180899908174
1403,519 S Silver Top Lane,"Raymore, MO 64083",2208662,269900,Raymore,Silver Lake Estates,Single Family,Split Entry,4,3,0,1990,1341.0,Builder,489,Builder,"22,800",Raymore-Peculiar,1,"Electric, Living Room",1,"Concrete, Finished",1,Stucco & Frame,Traditional,Composition,"City Lot, Corner Lot",0,1,Pub Maint,1,Central Electric,Central Electric,City/Public,City/Public,64083,0.5234159779614325
1404,1212 SW Sapperton Road,"Lee's Summit, MO 64082",2191996,269900,Lees Summit,Kensington Farms,Single Family,2 Stories,5,2,1,2007,2586.0,Public Record,0,Public Record,11068,Raymore-Peculiar,1,Family Room,1,"Egress Window, Full, Stubbed for Bath",1,"Brick Trim, Vinyl Siding",Traditional,Composition,,0,0,,1,Heatpump/Gas,Central Electric,City/Public,City/Public,64082,0.25408631772268137
1405,16502 Fairway Road,"Belton, MO 64012",2189446,269900,Belton,Fairway Ridge Estates,Single Family,"Ranch, Reverse 1.5 Story",3,2,1,2005,1446.0,RPR,1446,RPR,9450,Belton,1,"Family Room, Insert, Wood Burn Stove",1,"Finished, Walk Out",1,"Board/Batten, Stone Trim",Traditional,Composition,,0,0,,1,"Forced Air Electric, Solar",Central Electric,City/Public,City/Public,64012,0.21694214876033058
1406,4708 SW Soldier Drive,"Lee's Summit, MO 64082",2174002,269940,Lees Summit,Fountains at Raintree,Single Family,Ranch,2,2,0,2008,1689.0,Public Record,0,Public Record,100X60,Raymore-Peculiar,1,"Gas Starter, Great Room",1,"Concrete, Full, Not Finished",1,"Stone Trim, Stucco",Traditional,Composition,"Adjoin Greenspace, City Lot",0,1,,1,Natural Gas,"Attic Fan, Central Electric",City/Public,City/Public,64082,0.13774104683195593
1407,12430 Live Oak Circle,"Peculiar, MO 64078",2181022,269995,Peculiar,Twin Oaks,Single Family,Ranch,4,2,0,1990,1592.0,Builder,0,Agent,75X115,Raymore-Peculiar,0,,1,"Concrete, Full, Inside Entrance",1,"Frame, Wood Siding",Traditional,Composition,"City Lot, Level",0,1,"Pub Maint, Paved",1,Forced Air Gas,Central Gas,City/Public,City/Public,64078,0.19800275482093663
1408,12205 E 211th Street,"Peculiar, MO 64078",2228815,270000,Peculiar,Sallee Estates,Single Family,Ranch,3,2,0,1973,1569.0,Public Record,500,Agent,39204,Raymore-Peculiar,1,"Living Room, Wood Burning",1,Full,1,"All Brick, Vinyl Siding",Traditional,Composition,"Acreage, Level",0,0,,1,Forced Air Gas,Central Electric,City/Public,City/Public,64078,0.9
1409,7201 Rymeg Street,"Belton, MO 64012",2231129,270000,Belton,Richmond Park,Single Family,Split Entry,4,2,0,2007,1593.0,Public Record,800,Public Record,10102,Belton,1,"Gas, Great Room",1,"Concrete, Egress Window, Finished",1,"Board/Batten, Brick Trim",Traditional,Composition,"City Limits, Corner Lot, Level",0,1,"Pub Maint, Paved",1,Heatpump/Gas,Central Electric,City/Public,City/Public,64012,0.23191000918273647
1410,19603 South Leslie Road,"Kingsville, MO 64061",2195068,270000,Kingsville,Other,Single Family,Ranch,3,2,1,1968,1644.0,Public Record,0,Public Record,217800,Kingsville,1,"Basement, Family Room, Living Room",1,Concrete,1,Brick & Frame,,Composition,"Acreage, Pond(s)",0,0,,1,Propane Gas,Central Electric,City/Public,Septic,64061,5.0
1411,425 Spring Branch Drive,"Raymore, MO 64083",2191526,270000,Raymore,Madison Creek,Single Family,Split Entry,4,3,0,2019,1580.0,Builder,570,Builder,8414,Raymore-Peculiar,1,"Family Room, Gas",1,Daylight,1,"Lap, Wood Siding",Traditional,Composition,City Lot,0,1,Pub Maint,1,Heatpump/Gas,Heat Pump,City/Public,City/Public,64083,0.19315886134067953
1412,413 SW Seagull Street,"Lee's Summit, MO 64082",2195969,270000,Lees Summit,Raintree Lake,Single Family,2 Stories,4,2,2,1992,2137.0,RPR,690,RPR,"10,000",Raymore-Peculiar,1,"Basement, Living Room",1,"Daylight, Finished, Walk Out",1,Frame,Traditional,Composition,City Lot,0,1,,1,Natural Gas,Central Electric,City/Public,City/Public,64082,0.2295684113865932
1413,314 Eagle Glen Drive,"Raymore, MO 64083",2186227,270000,Raymore,Eagle Glen,Single Family,Split Entry,3,2,1,2019,1456.0,Builder,361,Builder,2119,Raymore-Peculiar,0,,1,"Daylight, Egress Window, Finished",1,Lap,Traditional,Composition,"City Limits, City Lot",0,1,"Pub Maint, Paved",1,Forced Air Electric,Central Electric,City/Public,City/Public,64083,0.0486455463728191
1414,704 Wright Street,"Pleasant Hill, MO 64080",2173561,270000,Pleasant Hill,Tall Grass,Single Family,Split Entry,4,3,0,1990,1970.0,Plans,0,Plans,94X124,Pleasant Hill,0,,1,"Concrete, Daylight, Egress Window",1,"Lap, Stone Trim",Traditional,Composition,City Lot,0,0,,1,Central Gas,Central Electric,City/Public,City/Public,64080,0.267584940312213
1415,401 Eagle Glen Drive,"Raymore, MO 64083",2173430,270000,Raymore,Eagle Glen,Single Family,Split Entry,3,2,1,2005,1472.0,RPR,560,RPR,9625,Raymore-Peculiar,1,"Gas, Great Room, Master Bedroom, See Through",1,Finished,1,"Frame, Stone Trim",Traditional,Composition,City Lot,0,1,Pub Maint,1,Central Gas,Central Electric,City/Public,City/Public,64083,0.22095959595959597
1416,12211 E 214th Street,"Peculiar, MO 64078",2193981,270000,Peculiar,Twin Oaks,Single Family,Split Entry,3,2,1,2016,1673.0,Public Record,391,Public Record,"11,517",Raymore-Peculiar,1,"Gas, Great Room",1,"Finished, Walk Out",1,"Board/Batten, Stone Trim",Traditional,Composition,Cul-De-Sac,0,1,Pub Maint,1,Central Gas,Central Electric,City/Public,City/Public,64078,0.2643939393939394
1417,1310 Faulkner Drive,"Pleasant Hill, MO 64080",2188726,270000,Pleasant Hill,Faulkner Meadows,Single Family,Ranch,4,3,0,2008,1531.0,Public Record,1200,Other,"10,002",Pleasant Hill,1,"Electric, Family Room",1,"Finished, Walk Out",1,"Lap, Stone Trim",Traditional,Composition,"Cul-De-Sac, Treed",0,1,Pub Maint,1,Central Electric,Central Electric,City/Public,City/Public,64080,0.22961432506887053
1418,2007 Hidden Valley Drive,"Pleasant Hill, MO 64080",2228979,270500,Pleasant Hill,Sugarland Estates,Single Family,2 Stories,4,2,1,1989,1888.0,Other,650,Other,100X172,Pleasant Hill,1,Great Room,1,Finished,1,Board/Batten,Traditional,Composition,Estate Lot,0,1,Pub Maint,1,Natural Gas,Central Electric,City/Public,City/Public,64080,0.3948576675849403
1419,406 Eagle Glen Drive,"Raymore, MO 64083",2202970,270900,Raymore,Eagle Glen,Single Family,Split Entry,3,2,1,2004,1559.0,Public Record,689,Public Record,"10,126",Raymore-Peculiar,1,,1,"Finished, Full, Walk Out",1,Stone & Frame,,Composition,,0,0,,1,Heatpump/Gas,Heat Pump,City/Public,City/Public,64083,0.23246097337006427
1420,24021 S River Bend Road,"Peculiar, MO 64078",2230810,271000,Peculiar,Osage Heights,Single Family,1.5 Stories,3,2,1,2001,1456.0,Public Record,0,Public Record,6 ac,Raymore-Peculiar,1,"Electric, Great Room",0,Crawl Space,1,Vinyl Siding,Cape Cod,Composition,Acreage,0,-1,Gravel,1,Heat Pump,Heat Pump,Rural,Septic,64078,6.0
1421,1013 Cherry Hill Court,"Belton, MO 64012",2226557,271000,Belton,Cherry Hill,Single Family,Ranch,4,3,0,2003,1648.0,Other,900,Other,9120,Belton,1,"Electric, Family Room",1,"Egress Window, Finished, Full",1,Stucco,Traditional,Composition,Adjoin Greenspace,0,0,,1,Central Gas,Central Electric,City/Public,City/Public,64012,0.209366391184573
1422,1502 Drury Circle,"Raymore, MO 64083",2205993,272000,Raymore,Eagle Glen,Single Family,Split Entry,4,3,0,2005,1608.0,RPR,1124,RPR,11959,Raymore-Peculiar,1,"Gas, Great Room",1,"Daylight, Finished, Walk Out",1,"Frame, Stone Trim",Traditional,Composition,"Corner Lot, Level",0,1,"Pub Maint, Paved",1,"Forced Air Gas, Heatpump/Gas",Central Electric,City/Public,City/Public,64083,0.2745408631772268
1423,12004 E 214th Street,"Peculiar, MO 64078",2213425,272000,Peculiar,Twin Oaks,Single Family,Split Entry,5,4,0,2005,1706.0,Public Record,980,Public Record,9775,Raymore-Peculiar,1,Family Room,1,"Finished, Walk Out",1,Wood Siding,Traditional,Composition,"City Lot, Level, Treed",0,1,Pub Maint,1,"Central Electric, Heat Pump",Heat Pump,City/Public,City/Public,64078,0.22440312213039484
1424,808 Old Stage Road,"Pleasant Hill, MO 64080",2214005,272500,Pleasant Hill,Wild Wood,Single Family,"Ranch, Reverse 1.5 Story",4,2,1,2016,1650.0,Owner,800,Owner,9100,Pleasant Hill,1,"Gas, Great Room",1,"Daylight, Finished, Walk Out",1,Stucco,Contemporary,Composition,Wooded,0,1,,1,Forced Air Gas,Central Electric,City/Public,City/Public,64080,0.20890725436179983
1425,906 Coachman Drive,"Pleasant Hill, MO 64080",2225157,273000,Pleasant Hill,Wild Wood,Single Family,2 Stories,4,3,1,2002,1920.0,Public Record,1013,Public Record,"8,875",Pleasant Hill,1,Gas,1,"Finished, Inside Entrance",1,Frame,Traditional,Composition,City Lot,0,0,,1,Forced Air Gas,Central Electric,City/Public,City/Public,64080,0.20374196510560147
1426,703 Buckeye Lane,"Pleasant Hill, MO 64080",2165245,273000,Pleasant Hill,Hickory Hills,Single Family,Split Entry,3,3,0,2017,1605.0,Public Record,644,Public Record,.47 ac,Pleasant Hill,1,"Gas, Living Room",1,"Daylight, Finished",1,Wood Siding,Traditional,Composition,City Lot,0,1,Pub Maint,1,Forced Air Gas,Central Electric,City/Public,City/Public,64080,0.47
1427,1715 S Fox Ridge Drive,"Raymore, MO 64083",2183057,273900,Raymore,Wood Creek Of Good Ranch,Single Family,Reverse 1.5 Story,4,3,0,2003,1737.0,Public Record,1232,Other,79X129,Raymore-Peculiar,1,"Heat Circulator, Gas Starter, Great Room, Insert",1,"Egress Window, Finished, Walk Out",1,"Brick Trim, Frame",Traditional,Composition,"Adjoin Greenspace, City Limits, City Lot, Treed",0,1,"Pub Maint, Paved",1,"Heat Pump, Natural Gas",Heat Pump,City/Public - Verify,City/Public,64083,0.23395316804407715
